Cat	Countries	Dimension	value
Entrepreneurs	Japan	Skills_environment	0.661891
Entrepreneurs	Korea	Skills_environment	0.7045267
Entrepreneurs	Lithuania	Skills_environment	0.4079463
Entrepreneurs	Luxembourg	Skills_environment	0.4540097
Entrepreneurs	Latvia	Skills_environment	0.3616305
Entrepreneurs	Mexico	Skills_environment	0.0913988
Entrepreneurs	Netherlands	Skills_environment	0.4684948
Entrepreneurs	Norway	Skills_environment	0.5675303
Entrepreneurs	New Zealand	Skills_environment	0.5158412
Entrepreneurs	Poland	Skills_environment	0.2862253
Entrepreneurs	Portugal	Skills_environment	0.508745
Entrepreneurs	Slovak Republic	Skills_environment	0.3345871
Entrepreneurs	Slovenia	Skills_environment	0.3988906
Entrepreneurs	Sweden	Skills_environment	0.6229414
Entrepreneurs	Turkey	Skills_environment	0.1623106
Entrepreneurs	United States	Skills_environment	0.6339144
Students	Australia	Skills_environment	0.6283987
Students	Austria	Skills_environment	0.4555577
Students	Belgium	Skills_environment	0.5229602
Students	Canada	Skills_environment	0.7004037
Students	Switzerland	Skills_environment	0.5532812
Students	Chile	Skills_environment	0.5519372
Students	Colombia	Skills_environment	0.2181569
Students	Czech Republic	Skills_environment	0.4447696
Students	Germany	Skills_environment	0.5290484
Students	Denmark	Skills_environment	0.7014865
Students	Spain	Skills_environment	0.5607908
Students	Estonia	Skills_environment	0.5420399
Students	Finland	Skills_environment	0.6242105
Students	France	Skills_environment	0.6283723
Students	United Kingdom	Skills_environment	0.6321754
Students	Greece	Skills_environment	0.3961539
Students	Hungary	Skills_environment	0.4413329
Students	Ireland	Skills_environment	0.4743597
Students	Iceland	Skills_environment	0.6262943
Students	Israel	Skills_environment	0.4031798
Students	Italy	Skills_environment	0.3067488
Students	Japan	Skills_environment	0.535652
Students	Korea	Skills_environment	0.6848019
Students	Lithuania	Skills_environment	0.5374231
Students	Luxembourg	Skills_environment	0.5265214
Students	Latvia	Skills_environment	0.5307969
Students	Mexico	Skills_environment	0.2169777
Students	Netherlands	Skills_environment	0.6163777
Students	Norway	Skills_environment	0.7788213
Students	New Zealand	Skills_environment	0.7209724
Students	Poland	Skills_environment	0.3916159
Students	Portugal	Skills_environment	0.6483709
Students	Slovak Republic	Skills_environment	0.4422769
Students	Slovenia	Skills_environment	0.4749455
Students	Sweden	Skills_environment	0.7377021
Students	Turkey	Skills_environment	0.2933108
Students	United States	Skills_environment	0.7113543
Start-ups	Australia	Skills_environment	0.4135515
Start-ups	Austria	Skills_environment	0.3975115
Start-ups	Canada	Skills_environment	0.4837919
Start-ups	Chile	Skills_environment	0.1320994
Start-ups	Germany	Skills_environment	0.5917799
Start-ups	Denmark	Skills_environment	0.469601
Start-ups	Spain	Skills_environment	0.3852207
Start-ups	Estonia	Skills_environment	0.4164773
Start-ups	Finland	Skills_environment	0.4843293
Start-ups	France	Skills_environment	0.4970755
Start-ups	United Kingdom	Skills_environment	0.4409315
Start-ups	Ireland	Skills_environment	0.3490456
Start-ups	Israel	Skills_environment	0.3995159
Start-ups	Italy	Skills_environment	0.2873075
Start-ups	Japan	Skills_environment	0.536381
Start-ups	Korea	Skills_environment	0.6419736
Start-ups	Lithuania	Skills_environment	0.4003757
Start-ups	Latvia	Skills_environment	0.3169707
Start-ups	Netherlands	Skills_environment	0.4113746
Start-ups	New Zealand	Skills_environment	0.4190654
Start-ups	Poland	Skills_environment	0.2542311
Start-ups	Portugal	Skills_environment	0.4976265
Start-ups	Sweden	Skills_environment	0.5620067
Start-ups	United States	Skills_environment	0.6703594
Workers	Korea	Inclusiveness	0.4630381
Workers	Japan	Inclusiveness	0.4841502
Workers	United States	Inclusiveness	0.5884823
Workers	Sweden	Inclusiveness	0.6850498
Workers	Norway	Inclusiveness	0.616788
Workers	Denmark	Inclusiveness	0.6067639
Workers	Germany	Inclusiveness	0.5600526
Workers	New Zealand	Inclusiveness	0.7320023
Workers	Iceland	Inclusiveness	0.6072912
Workers	France	Inclusiveness	0.5078339
Workers	Finland	Inclusiveness	0.4980632
Workers	Portugal	Inclusiveness	0.5436599
Workers	Switzerland	Inclusiveness	0.7713033
Workers	Canada	Inclusiveness	0.6720645
Workers	Netherlands	Inclusiveness	0.5661088
Workers	Luxembourg	Inclusiveness	0.8384644
Workers	Belgium	Inclusiveness	0.468346
Workers	United Kingdom	Inclusiveness	0.5556475
Workers	Israel	Inclusiveness	0.2322413
Workers	Australia	Inclusiveness	0.7199132
Workers	Spain	Inclusiveness	0.5376578
Workers	Lithuania	Inclusiveness	0.3014358
Workers	Estonia	Inclusiveness	0.3553563
Workers	Slovenia	Inclusiveness	0.3410868
Workers	Ireland	Inclusiveness	0.6678745
Workers	Austria	Inclusiveness	0.536312
Workers	Hungary	Inclusiveness	0.1672859
Workers	Latvia	Inclusiveness	0.2905605
Workers	Czech Republic	Inclusiveness	0.2391128
Workers	Slovak Republic	Inclusiveness	0.2313584
Workers	Greece	Inclusiveness	0.1631619
Workers	Poland	Inclusiveness	0.3404476
Workers	Italy	Inclusiveness	0.5058501
Workers	Chile	Inclusiveness	0.4079908
Workers	Costa Rica	Inclusiveness	0.3124359
Workers	Turkey	Inclusiveness	0.2083104
Workers	Mexico	Inclusiveness	0.1657922
Workers	Colombia	Inclusiveness	0.4117094
Entrepreneurs	Australia	Inclusiveness	0.7113629
Entrepreneurs	Austria	Inclusiveness	0.5449958
Entrepreneurs	Belgium	Inclusiveness	0.4675128
Entrepreneurs	Canada	Inclusiveness	0.6846288
Entrepreneurs	Switzerland	Inclusiveness	0.7477828
Entrepreneurs	Chile	Inclusiveness	0.4008744
Entrepreneurs	Colombia	Inclusiveness	0.4193802
Entrepreneurs	Costa Rica	Inclusiveness	0.3482988
Entrepreneurs	Czech Republic	Inclusiveness	0.2378927
Entrepreneurs	Germany	Inclusiveness	0.5738885
Entrepreneurs	Denmark	Inclusiveness	0.6024055
Entrepreneurs	Spain	Inclusiveness	0.5692025
Entrepreneurs	Estonia	Inclusiveness	0.3398181
Entrepreneurs	Finland	Inclusiveness	0.5115683
Entrepreneurs	France	Inclusiveness	0.5074109
Entrepreneurs	United Kingdom	Inclusiveness	0.5577165
Entrepreneurs	Greece	Inclusiveness	0.1868556
Entrepreneurs	Hungary	Inclusiveness	0.1606843
Entrepreneurs	Ireland	Inclusiveness	0.6453027
Entrepreneurs	Iceland	Inclusiveness	0.6368188
Entrepreneurs	Israel	Inclusiveness	0.2422109
Entrepreneurs	Italy	Inclusiveness	0.5511659
Entrepreneurs	Japan	Inclusiveness	0.4875807
Entrepreneurs	Korea	Inclusiveness	0.4733252
Entrepreneurs	Lithuania	Inclusiveness	0.3057491
Entrepreneurs	Luxembourg	Inclusiveness	0.8384644
Entrepreneurs	Latvia	Inclusiveness	0.2879833
Entrepreneurs	Mexico	Inclusiveness	0.1662199
Entrepreneurs	Netherlands	Inclusiveness	0.5635704
Entrepreneurs	Norway	Inclusiveness	0.5957834
Entrepreneurs	New Zealand	Inclusiveness	0.7263892
Entrepreneurs	Poland	Inclusiveness	0.3395829
Entrepreneurs	Portugal	Inclusiveness	0.5392507
Entrepreneurs	Slovak Republic	Inclusiveness	0.2323511
Entrepreneurs	Slovenia	Inclusiveness	0.3695318
Entrepreneurs	Sweden	Inclusiveness	0.6793041
Entrepreneurs	Turkey	Inclusiveness	0.2071477
Entrepreneurs	United States	Inclusiveness	0.5972762
Students	Australia	Inclusiveness	0.7298609
Students	Austria	Inclusiveness	0.5372409
Students	Belgium	Inclusiveness	0.4350088
Students	Canada	Inclusiveness	0.630869
Students	Switzerland	Inclusiveness	0.6871167
Students	Chile	Inclusiveness	0.3654189
Students	Colombia	Inclusiveness	0.3956731
Students	Czech Republic	Inclusiveness	0.3110708
Students	Germany	Inclusiveness	0.5389848
Students	Denmark	Inclusiveness	0.6116976
Students	Spain	Inclusiveness	0.4958366
Students	Estonia	Inclusiveness	0.3600102
Students	Finland	Inclusiveness	0.5125394
Students	France	Inclusiveness	0.5037094
Students	United Kingdom	Inclusiveness	0.586822
Students	Greece	Inclusiveness	0.1726113
Students	Hungary	Inclusiveness	0.2306375
Students	Ireland	Inclusiveness	0.5910088
Students	Iceland	Inclusiveness	0.6025614
Students	Israel	Inclusiveness	0.1405102
Students	Italy	Inclusiveness	0.4931524
Students	Japan	Inclusiveness	0.5148576
Students	Korea	Inclusiveness	0.4792431
Students	Lithuania	Inclusiveness	0.3264166
Students	Luxembourg	Inclusiveness	0.8384644
Students	Latvia	Inclusiveness	0.3126127
Students	Mexico	Inclusiveness	0.1691513
Students	Netherlands	Inclusiveness	0.5739054
Students	Norway	Inclusiveness	0.5131485
Students	New Zealand	Inclusiveness	0.6818618
Students	Poland	Inclusiveness	0.3646216
Students	Portugal	Inclusiveness	0.5520012
Students	Slovak Republic	Inclusiveness	0.2902075
Students	Slovenia	Inclusiveness	0.3618284
Students	Sweden	Inclusiveness	0.6055918
Students	Turkey	Inclusiveness	0.2086833
Students	United States	Inclusiveness	0.5306056
Start-ups	Australia	Inclusiveness	0.6193228
Start-ups	Austria	Inclusiveness	0.4926803
Start-ups	Canada	Inclusiveness	0.6451689
Start-ups	Chile	Inclusiveness	0.3834935
Start-ups	Germany	Inclusiveness	0.4692509
Start-ups	Denmark	Inclusiveness	0.6360238
Start-ups	Spain	Inclusiveness	0.6511502
Start-ups	Estonia	Inclusiveness	0.3122912
Start-ups	Finland	Inclusiveness	0.5659827
Start-ups	France	Inclusiveness	0.6181913
Start-ups	United Kingdom	Inclusiveness	0.6031054
Start-ups	Ireland	Inclusiveness	0.7108653
Start-ups	Israel	Inclusiveness	0.2883778
Start-ups	Italy	Inclusiveness	0.5266975
Start-ups	Japan	Inclusiveness	0.255495
Start-ups	Korea	Inclusiveness	0.2142791
Start-ups	Lithuania	Inclusiveness	0.4967977
Start-ups	Latvia	Inclusiveness	0.4524032
Start-ups	Netherlands	Inclusiveness	0.5699623
Start-ups	New Zealand	Inclusiveness	0.6185915
Start-ups	Poland	Inclusiveness	0.4790596
Start-ups	Portugal	Inclusiveness	0.7423816
Start-ups	Sweden	Inclusiveness	0.6255454
Start-ups	United States	Inclusiveness	0.529351
Workers	Korea	Quality_of_life	0.5887174
Workers	Japan	Quality_of_life	0.5800486
Workers	United States	Quality_of_life	0.7636448
Workers	Sweden	Quality_of_life	0.7706856
Workers	Norway	Quality_of_life	0.7952412
Workers	Denmark	Quality_of_life	0.7405422
Workers	Germany	Quality_of_life	0.7176354
Workers	New Zealand	Quality_of_life	0.726479
Workers	Iceland	Quality_of_life	0.7729664
Workers	France	Quality_of_life	0.6612446
Workers	Finland	Quality_of_life	0.7551476
Workers	Portugal	Quality_of_life	0.5477199
Workers	Switzerland	Quality_of_life	0.7821094
Workers	Canada	Quality_of_life	0.7585682
Workers	Netherlands	Quality_of_life	0.7711555
Workers	Luxembourg	Quality_of_life	0.7364509
Workers	Belgium	Quality_of_life	0.693532
Workers	United Kingdom	Quality_of_life	0.6920187
Workers	Israel	Quality_of_life	0.5953099
Workers	Australia	Quality_of_life	0.778565
Workers	Spain	Quality_of_life	0.6074528
Workers	Lithuania	Quality_of_life	0.5642834
Workers	Estonia	Quality_of_life	0.6604337
Workers	Slovenia	Quality_of_life	0.6622536
Workers	Ireland	Quality_of_life	0.6850225
Workers	Austria	Quality_of_life	0.6776746
Workers	Hungary	Quality_of_life	0.537671
Workers	Latvia	Quality_of_life	0.5260049
Workers	Czech Republic	Quality_of_life	0.617968
Workers	Slovak Republic	Quality_of_life	0.5353558
Workers	Greece	Quality_of_life	0.4319637
Workers	Poland	Quality_of_life	0.5816923
Workers	Italy	Quality_of_life	0.5872825
Workers	Chile	Quality_of_life	0.3902996
Workers	Costa Rica	Quality_of_life	0.383632
Workers	Turkey	Quality_of_life	0.3518876
Workers	Mexico	Quality_of_life	0.2761272
Workers	Colombia	Quality_of_life	0.2550494
Entrepreneurs	Australia	Quality_of_life	0.778565
Entrepreneurs	Austria	Quality_of_life	0.6776746
Entrepreneurs	Belgium	Quality_of_life	0.693532
Entrepreneurs	Canada	Quality_of_life	0.7585682
Entrepreneurs	Switzerland	Quality_of_life	0.7821094
Entrepreneurs	Chile	Quality_of_life	0.3902996
Entrepreneurs	Colombia	Quality_of_life	0.2550494
Entrepreneurs	Costa Rica	Quality_of_life	0.383632
Entrepreneurs	Czech Republic	Quality_of_life	0.617968
Entrepreneurs	Germany	Quality_of_life	0.7176354
Entrepreneurs	Denmark	Quality_of_life	0.7405422
Entrepreneurs	Spain	Quality_of_life	0.6074528
Entrepreneurs	Estonia	Quality_of_life	0.6604337
Entrepreneurs	Finland	Quality_of_life	0.7551476
Entrepreneurs	France	Quality_of_life	0.6612446
Entrepreneurs	United Kingdom	Quality_of_life	0.6920187
Entrepreneurs	Greece	Quality_of_life	0.4319637
Entrepreneurs	Hungary	Quality_of_life	0.537671
Entrepreneurs	Ireland	Quality_of_life	0.6850225
Entrepreneurs	Iceland	Quality_of_life	0.7729664
Entrepreneurs	Israel	Quality_of_life	0.5953099
Entrepreneurs	Italy	Quality_of_life	0.5872825
Entrepreneurs	Japan	Quality_of_life	0.5800486
Entrepreneurs	Korea	Quality_of_life	0.5887174
Entrepreneurs	Lithuania	Quality_of_life	0.5642834
Entrepreneurs	Luxembourg	Quality_of_life	0.7364509
Entrepreneurs	Latvia	Quality_of_life	0.5260049
Entrepreneurs	Mexico	Quality_of_life	0.2761272
Entrepreneurs	Netherlands	Quality_of_life	0.7711555
Entrepreneurs	Norway	Quality_of_life	0.7952412
Entrepreneurs	New Zealand	Quality_of_life	0.726479
Entrepreneurs	Poland	Quality_of_life	0.5816923
Entrepreneurs	Portugal	Quality_of_life	0.5477199
Entrepreneurs	Slovak Republic	Quality_of_life	0.5353558
Entrepreneurs	Slovenia	Quality_of_life	0.6622536
Entrepreneurs	Sweden	Quality_of_life	0.7706856
Entrepreneurs	Turkey	Quality_of_life	0.3518876
Entrepreneurs	United States	Quality_of_life	0.7636448
Students	Australia	Quality_of_life	0.778565
Students	Austria	Quality_of_life	0.6776746
Students	Belgium	Quality_of_life	0.693532
Students	Canada	Quality_of_life	0.7585682
Students	Switzerland	Quality_of_life	0.7821094
Students	Chile	Quality_of_life	0.3902996
Students	Colombia	Quality_of_life	0.2550494
Students	Czech Republic	Quality_of_life	0.617968
Students	Germany	Quality_of_life	0.7176354
Students	Denmark	Quality_of_life	0.7405422
Students	Spain	Quality_of_life	0.6074528
Students	Estonia	Quality_of_life	0.6604337
Students	Finland	Quality_of_life	0.7551476
Students	France	Quality_of_life	0.6612446
Students	United Kingdom	Quality_of_life	0.6920187
Students	Greece	Quality_of_life	0.4319637
Students	Hungary	Quality_of_life	0.537671
Students	Ireland	Quality_of_life	0.6850225
Students	Iceland	Quality_of_life	0.7729664
Students	Israel	Quality_of_life	0.5953099
Students	Italy	Quality_of_life	0.5872825
Students	Japan	Quality_of_life	0.5800486
Students	Korea	Quality_of_life	0.5887174
Students	Lithuania	Quality_of_life	0.5642834
Students	Luxembourg	Quality_of_life	0.7364509
Students	Latvia	Quality_of_life	0.5260049
Students	Mexico	Quality_of_life	0.2761272
Students	Netherlands	Quality_of_life	0.7711555
Students	Norway	Quality_of_life	0.7952412
Students	New Zealand	Quality_of_life	0.726479
Students	Poland	Quality_of_life	0.5816923
Students	Portugal	Quality_of_life	0.5477199
Students	Slovak Republic	Quality_of_life	0.5353558
Students	Slovenia	Quality_of_life	0.6622536
Students	Sweden	Quality_of_life	0.7706856
Students	Turkey	Quality_of_life	0.3518876
Students	United States	Quality_of_life	0.7636448
Start-ups	Australia	Quality_of_life	0.7459458
Start-ups	Austria	Quality_of_life	0.6347961
Start-ups	Canada	Quality_of_life	0.7255863
Start-ups	Chile	Quality_of_life	0.2529143
Start-ups	Germany	Quality_of_life	0.6902204
Start-ups	Denmark	Quality_of_life	0.7123327
Start-ups	Spain	Quality_of_life	0.5234032
Start-ups	Estonia	Quality_of_life	0.6010892
Start-ups	Finland	Quality_of_life	0.7268429
Start-ups	France	Quality_of_life	0.6074667
Start-ups	United Kingdom	Quality_of_life	0.6534953
Start-ups	Ireland	Quality_of_life	0.645336
Start-ups	Israel	Quality_of_life	0.5270211
Start-ups	Italy	Quality_of_life	0.5025013
Start-ups	Japan	Quality_of_life	0.5148343
Start-ups	Korea	Quality_of_life	0.527088
Start-ups	Lithuania	Quality_of_life	0.4727434
Start-ups	Latvia	Quality_of_life	0.4227981
Start-ups	Netherlands	Quality_of_life	0.7514104
Start-ups	New Zealand	Quality_of_life	0.6866338
Start-ups	Poland	Quality_of_life	0.5262592
Start-ups	Portugal	Quality_of_life	0.4648252
Start-ups	Sweden	Quality_of_life	0.7440755
Start-ups	United States	Quality_of_life	0.7090665
